"","month","year","total_volume","min_flow","max_flow","mean_flow","median_flow"
"314",7,1970,1329696000,5875200,353376000,42893419.3548387,13392000
"315",7,1971,223689600,3196800,13910400,7215793.5483871,6480000
"316",7,1972,706665600,5184000,76636800,22795664.516129,18057600
"317",7,1973,2919542400,11750400,635040000,94178787.0967742,31795200
"318",7,1974,181267200,2678400,13478400,5847329.03225806,5356800
"319",7,1975,8526297600,5788800,1175040000,275041858.064516,32400000
"320",7,1976,96076800,1036800,5961600,3099251.61290323,2851200
"321",7,1977,86659200,950400,7430400,2795458.06451613,2505600
"322",7,1978,977529600,6220800,173664000,31533212.9032258,16588800
"323",7,1979,405734400,5270400,48211200,13088206.4516129,10368000
"324",7,1980,387417600,4060800,29376000,12497341.9354839,8640000
"325",7,1981,1304812800,3369600,347328000,42090735.483871,3628800
"326",7,1982,1312416000,5097600,158976000,42336000,22550400
"327",7,1983,165369600,5184000,5616000,5334503.22580645,5356800
"328",7,1984,1603929600,6912000,228960000,51739664.516129,21168000
"329",7,1985,585878400,5788800,31795200,18899303.2258065,19958400
"330",7,1986,583200000,14428800,22809600,18812903.2258065,18662400
"331",7,1987,463363200,11145600,22982400,14947200,13910400
"332",7,1988,508464000,11491200,20390400,16402064.516129,15897600
"333",7,1989,2402092800,12787200,348192000,77486864.516129,30672000
"334",7,1990,442454400,13910400,14428800,14272722.5806452,14256000
"335",7,1991,450835200,13910400,14947200,14543070.9677419,14515200
"336",7,1992,870652800,13046400,132192000,28085574.1935484,14428800
"337",7,1993,460944000,14169600,18403200,14869161.2903226,14428800
"338",7,1994,393638400,10108800,15724800,12698012.9032258,12355200
"339",7,1995,4019846400,12268800,345600000,129672464.516129,29635200
"340",7,1996,265939200,5702400,13046400,8578683.87096774,8467200
"341",7,1997,501724800,11232000,70502400,16184670.9677419,11232000
"342",7,1998,347500800,10540800,11923200,11209703.2258065,11318400
"343",7,1999,461376000,10800000,17971200,14883096.7741935,15984000
"344",7,2000,891907200,10108800,158112000,28771200,11232000
"345",7,2001,437011200,10281600,19353600,14097135.483871,13219200
"346",7,2002,408585600,11145600,16243200,13180180.6451613,13824000
"347",7,2003,1906502400,14169600,262656000,61500077.4193548,28771200
"348",7,2004,316656000,9504000,14428800,10214709.6774194,9676800
"349",7,2005,409708800,9331200,20649600,13216412.9032258,13305600
"350",7,2006,2140387200,11577600,250560000,69044748.3870968,22636800
"351",7,2007,379684800,7983360,17020800,12247896.7741935,12182400
"352",7,2008,268030080,8112960,12873600,8646131.61290323,8173440
"353",7,2009,442281600,9763200,19699200,14267148.3870968,14428800
"354",7,2010,338644800,8510400,14342400,10924025.8064516,10540800
"355",7,2011,425174400,9590400,17712000,13715303.2258065,14256000
"356",7,2012,346222080,7318080,14169600,11168454.1935484,11577600
"357",7,2013,3790972800,10800000,283392000,122289445.16129,79747200
"358",7,2014,333504000,10454400,11145600,10758193.5483871,10800000
"359",7,2015,362448000,8726400,19094400,11691870.9677419,10972800
"360",7,2016,2249683200,10886400,206496000,72570425.8064516,58752000
"361",7,2017,510537600,9158400,42508800,16468954.8387097,11750400
"362",7,2018,452528640,8605440,16156800,14597698.0645161,15292800
"363",7,2019,301104000,9072000,14083200,9713032.25806452,9331200
"364",7,2020,337219200,10368000,12441600,10878038.7096774,10886400
"365",7,2021,1049328000,9158400,152064000,33849290.3225806,11059200
"366",7,2022,280350720,8493120,11750400,9043571.61290323,8614080
"367",8,1970,338169600,3024000,42768000,10908696.7741935,9417600
"368",8,1971,599184000,5616000,161568000,19328516.1290323,11318400
"369",8,1972,497923200,3974400,63763200,16062038.7096774,12960000
"370",8,1973,1993593600,14860800,283392000,64309470.9677419,35251200
"371",8,1974,1341360000,2764800,280800000,43269677.4193548,20822400
"372",8,1975,469152000,3974400,35251200,15133935.483871,14515200
"373",8,1976,74476800,1209600,5616000,2402477.41935484,2160000
"374",8,1977,102470400,950400,16416000,3305496.77419355,2073600
"375",8,1978,1055116800,4492800,118368000,34036025.8064516,20822400
"376",8,1979,207792000,1382400,21772800,6702967.74193548,5356800
"377",8,1980,90141120,803520,6220800,2907778.06451613,2592000
"378",8,1981,905126400,3715200,221184000,29197625.8064516,10108800
"379",8,1982,2166393600,9676800,362880000,69883664.516129,25574400
"380",8,1983,163468800,5184000,5443200,5273187.09677419,5184000
"381",8,1984,2338156800,13478400,215136000,75424412.9032258,30153600
"382",8,1985,557884800,5875200,21340800,17996283.8709677,20044800
"383",8,1986,429840000,9676800,19872000,13865806.4516129,12873600
"384",8,1987,535852800,15984000,19180800,17285574.1935484,17020800
"385",8,1988,459216000,9763200,17971200,14813419.3548387,15206400
"386",8,1989,2944425600,15292800,247104000,94981470.9677419,82771200
"387",8,1990,455760000,13824000,17280000,14701935.483871,14774400
"388",8,1991,422841600,11923200,14774400,13640051.6129032,14256000
"389",8,1992,459820800,14428800,16588800,14832929.0322581,14428800
"390",8,1993,485222400,14688000,17539200,15652335.483871,15120000
"391",8,1994,332640000,8812800,12700800,10730322.5806452,10972800
"392",8,1995,474163200,13996800,34041600,15295587.0967742,14342400
"393",8,1996,719107200,5875200,64800000,23197006.4516129,14169600
"394",8,1997,348192000,11232000,11232000,11232000,11232000
"395",8,1998,352857600,11059200,11836800,11382503.2258065,11404800
"396",8,1999,582422400,13824000,22032000,18787819.3548387,19440000
"397",8,2000,1959724800,8208000,163296000,63216929.0322581,29030400
"398",8,2001,870912000,11923200,166752000,28093935.483871,18230400
"399",8,2002,405993600,10800000,14256000,13096567.7419355,13996800
"400",8,2003,1915747200,15724800,189216000,61798296.7741935,22896000
"401",8,2004,1138060800,9244800,120096000,36711638.7096774,9936000
"402",8,2005,420595200,9504000,19008000,13567587.0967742,13392000
"403",8,2006,404352000,11318400,14256000,13043612.9032258,13219200
"404",8,2007,478742400,10195200,17539200,15443303.2258065,16243200
"405",8,2008,412128000,10886400,18662400,13294451.6129032,12700800
"406",8,2009,353661120,7542720,14688000,11408423.2258065,11750400
"407",8,2010,303350400,8812800,11750400,9785496.77419355,9676800
"408",8,2011,339215040,7689600,13219200,10942420.6451613,11318400
"409",8,2012,334661760,7732800,14774400,10795540.6451613,10627200
"410",8,2013,553824000,10540800,31449600,17865290.3225806,11836800
"411",8,2014,602208000,10800000,65059200,19426064.516129,12355200
"412",8,2015,414288000,12441600,14601600,13364129.0322581,13305600
"413",8,2016,552960000,10281600,43459200,17837419.3548387,13651200
"414",8,2017,408006720,8285760,19785600,13161507.0967742,12441600
"415",8,2018,351164160,8294400,47606400,11327876.1290323,8812800
"416",8,2019,292550400,9331200,9504000,9437109.67741936,9417600
"417",8,2020,1228953600,9158400,181440000,39643664.516129,11232000
"418",8,2021,287712000,8985600,9417600,9281032.25806452,9331200
"419",8,2022,283789440,8320320,14083200,9154498.06451613,8432640
