"","month","year","total_volume","min_flow","max_flow","mean_flow","median_flow"
"1",10,1927,104457600,3369600,3369600,3369600,3369600
"2",11,1927,38880000,1296000,1296000,1296000,1296000
"3",12,1927,431395200,1555200,55382400,13915974.1935484,5961600
"4",1,1928,163900800,2505600,19094400,5287122.58064516,4060800
"5",2,1928,255571200,3888000,48556800,8812800,5788800
"6",3,1928,219196800,2592000,48643200,7070864.51612903,4924800
"7",4,1928,451785600,2505600,131328000,15059520,6652800
"8",5,1928,137548800,2592000,11232000,4437058.06451613,3801600
"9",6,1928,159926400,1209600,44668800,5330880,2376000
"10",7,1928,44582400,665280,5961600,1438141.93548387,1036800
"11",8,1928,213408000,406080,66009600,6884129.03225806,2332800
"12",9,1928,756604800,2592000,216864000,25220160,5702400
"13",10,1928,84844800,1900800,4320000,2736929.03225806,2592000
"14",11,1928,59097600,1555200,2851200,1969920,1900800
"15",12,1928,64108800,1468800,3196800,2068025.80645161,1987200
"16",1,1929,66960000,2160000,2160000,2160000,2160000
"17",2,1929,256435200,9158400,9158400,9158400,9158400
"18",3,1929,723168000,23328000,23328000,23328000,23328000
"19",4,1929,176256000,5875200,5875200,5875200,5875200
"20",5,1929,195523200,6307200,6307200,6307200,6307200
"21",6,1929,246240000,8208000,8208000,8208000,8208000
"22",7,1929,192844800,1814400,44582400,6220800,4060800
"23",8,1929,133401600,1296000,44668800,4303277.41935484,2160000
"24",9,1929,43113600,1036800,2419200,1437120,1382400
"25",10,1929,4.86e+08,2073600,299808000,15677419.3548387,3024000
"26",11,1929,202780800,2419200,24278400,6759360,5486400
"27",12,1929,184809600,3628800,27129600,5961600,4665600
"28",1,1930,222307200,7171200,7171200,7171200,7171200
"29",2,1930,222566400,7948800,7948800,7948800,7948800
"30",3,1930,115171200,3715200,3715200,3715200,3715200
"31",4,1930,104630400,2160000,8899200,3487680,2894400
"32",5,1930,74563200,1296000,10454400,2405264.51612903,1900800
"33",6,1930,52574400,933120,15292800,1752480,1188000
"34",7,1930,225633600,501120,111456000,7278503.22580645,1598400
"35",8,1930,20960640,328320,1555200,676149.677419355,570240
"36",9,1930,11664000,233280,812160,388800,388800
"37",10,1930,15984000,328320,1382400,515612.903225806,518400
"38",11,1930,58907520,518400,6912000,1963584,1555200
"39",12,1930,84767040,898560,10454400,2734420.64516129,1900800
"40",1,1931,132105600,1900800,19353600,4261470.96774194,3110400
"41",2,1931,52323840,1512000,2764800,1868708.57142857,1771200
"42",3,1931,132036480,1512000,27129600,4259241.29032258,2160000
"43",4,1931,310780800,2937600,59097600,10359360,6652800
"44",5,1931,442972800,1987200,193536000,14289445.1612903,4320000
"45",6,1931,58371840,933120,11577600,1945728,1555200
"46",7,1931,163434240,691200,94176000,5272072.25806452,1468800
"47",8,1931,393854400,1296000,188352000,12704980.6451613,4233600
"48",9,1931,35294400,596160,2246400,1176480,1032480
"49",10,1931,14783040,362880,622080,476872.258064516,475200
"50",11,1931,11076480,276480,449280,369216,362880
"51",12,1931,35769600,276480,1987200,1153858.06451613,1088640
"52",1,1932,336700800,1728000,84499200,10861316.1290323,3456000
"53",2,1932,167788800,2937600,16329600,5785820.68965517,4233600
"54",3,1932,569116800,2592000,157248000,18358606.4516129,3369600
"55",4,1932,127958400,2419200,20649600,4265280,3801600
"56",5,1932,60454080,1166400,2851200,1950131.61290323,1900800
"57",6,1932,76498560,743040,6912000,2549952,1620000
"58",7,1932,26153280,345600,1814400,843654.193548387,717120
"59",8,1932,19448640,207360,2073600,627375.483870968,388800
"60",9,1932,6203520,103680,449280,206784,155520
"61",10,1932,97398720,120960,44928000,3141894.19354839,1054080
"62",11,1932,302788800,1598400,87264000,10092960,3585600
"63",12,1932,405388800,1814400,51235200,13077058.0645161,8899200
"64",1,1933,250473600,3369600,29203200,8079793.5483871,5184000
"65",2,1933,261705600,3801600,35683200,9346628.57142857,6912000
"66",3,1933,120182400,2592000,7862400,3876851.61290323,3369600
"67",4,1933,155779200,2505600,15292800,5192640,4104000
"68",5,1933,71815680,1166400,4924800,2316634.83870968,2160000
"69",6,1933,34689600,596160,3974400,1156320,950400
"70",7,1933,31752000,328320,9072000,1024258.06451613,535680
"71",8,1933,95955840,432000,40003200,3095349.67741935,1088640
"72",9,1933,24831360,207360,8380800,827712,440640
"73",10,1933,7318080,129600,432000,236067.096774194,224640
"74",11,1933,6696000,181440,302400,223200,224640
"75",12,1933,11931840,190080,777600,384898.064516129,362880
"76",1,1934,19560960,414720,1209600,630998.709677419,570240
"77",2,1934,93450240,596160,42854400,3337508.57142857,1049760
"78",3,1934,243734400,1900800,38102400,7862400,3974400
"79",4,1934,374544000,2332800,124416000,12484800,5184000
"80",5,1934,170475840,1252800,26092800,5499220.64516129,2246400
"81",6,1934,277948800,1641600,44928000,9264960,6048000
"82",7,1934,75556800,777600,15292800,2437316.12903226,1339200
"83",8,1934,88776000,967680,20649600,2863741.93548387,1468800
"84",9,1934,354758400,1209600,98496000,11825280,3974400
"85",10,1934,60652800,1209600,5788800,1956541.93548387,1555200
"86",11,1934,122169600,1555200,41126400,4072320,1728000
"87",12,1934,381974400,2678400,205632000,12321754.8387097,3888000
"88",1,1935,246844800,3369600,31968000,7962735.48387097,5356800
"89",2,1935,156470400,3024000,11923200,5588228.57142857,4449600
"90",3,1935,263347200,3542400,36720000,8495070.96774193,5702400
"91",4,1935,484531200,4406400,88992000,16151040,7560000
"92",5,1935,166233600,3110400,22809600,5362374.19354839,3801600
"93",6,1935,51511680,794880,3024000,1717056,1512000
"94",7,1935,57335040,760320,7344000,1849517.41935484,1296000
"95",8,1935,17167680,276480,950400,553796.129032258,492480
"96",9,1935,61473600,354240,30585600,2049120,708480
"97",10,1935,26291520,492480,5184000,848113.548387097,518400
"98",11,1935,111456000,864000,25920000,3715200,1771200
"99",12,1935,113875200,1036800,28771200,3673393.5483871,1555200
"100",1,1936,873072000,1382400,181440000,28163612.9032258,7862400
"101",2,1936,435110400,3628800,65145600,15003806.8965517,9504000
"102",3,1936,627523200,3628800,172800000,20242683.8709677,8208000
"103",4,1936,683078400,4060800,146016000,22769280,7430400
"104",5,1936,76809600,1209600,3974400,2477729.03225806,2332800
"105",6,1936,100051200,1036800,18316800,3335040,1684800
"106",7,1936,117123840,829440,34560000,3778188.38709677,1296000
"107",8,1936,125884800,950400,80438400,4060800,1209600
"108",9,1936,39052800,864000,3456000,1301760,1080000
"109",10,1936,52704000,777600,6912000,1700129.03225806,1468800
"110",11,1936,37497600,691200,3456000,1249920,1209600
"111",12,1936,330307200,1209600,45014400,10655070.9677419,5184000
"112",1,1937,731635200,6307200,118368000,23601135.483871,14688000
"113",2,1937,284169600,5875200,34560000,10148914.2857143,8035200
"114",3,1937,221788800,4579200,15811200,7154477.41935484,5875200
"115",4,1937,366508800,3801600,54259200,12216960,6307200
"116",5,1937,125625600,2246400,8035200,4052438.70967742,3974400
"117",6,1937,138931200,1382400,26438400,4631040,3153600
"118",7,1937,92793600,1209600,17452800,2993341.93548387,1814400
"119",8,1937,241315200,1382400,25056000,7784361.29032258,4838400
"120",9,1937,190080000,1641600,56592000,6336000,2851200
"121",10,1937,117244800,1468800,17280000,3782090.32258065,2160000
"122",11,1937,84326400,1555200,13478400,2810880,2160000
"123",12,1937,71107200,1641600,5011200,2293780.64516129,1900800
"124",1,1938,231811200,2592000,61171200,7477780.64516129,4492800
"125",2,1938,107827200,2764800,14256000,3850971.42857143,3110400
"126",3,1938,158457600,2592000,29376000,5111535.48387097,3456000
"127",4,1938,166579200,1987200,44064000,5552640,3283200
"128",5,1938,54172800,1123200,4492800,1747509.67741935,1468800
"129",6,1938,402537600,1296000,104544000,13417920,4147200
"130",7,1938,960681600,3110400,217728000,30989729.0322581,9158400
"131",8,1938,130377600,1382400,14688000,4205729.03225806,2678400
"132",9,1938,45619200,1036800,4406400,1520640,1252800
"133",10,1938,36374400,864000,2419200,1173367.74193548,1036800
"134",11,1938,123120000,950400,55900800,4104000,1425600
"135",12,1938,200448000,2073600,46137600,6466064.51612903,3456000
"136",1,1939,209520000,2937600,24883200,6758709.67741936,4924800
"137",2,1939,537062400,5011200,96768000,19180800,11188800
"138",3,1939,483840000,4320000,63849600,15607741.9354839,10195200
"139",4,1939,267667200,3888000,27388800,8922240,6825600
"140",5,1939,257299200,2419200,85190400,8299974.19354839,3888000
"141",6,1939,217382400,1728000,83462400,7246080,3542400
"142",7,1939,236131200,1641600,67392000,7617135.48387097,3110400
"143",8,1939,686966400,1641600,130464000,22160206.4516129,5356800
"144",9,1939,88732800,1555200,6998400,2957760,2246400
"145",10,1939,52272000,1036800,5270400,1686193.5483871,1468800
"146",11,1939,48729600,1296000,3110400,1624320,1425600
"147",12,1939,68256000,1209600,10800000,2201806.4516129,1468800
"148",1,1940,93571200,1641600,13132800,3018425.80645161,2160000
"149",2,1940,400291200,2246400,94176000,13803144.8275862,6652800
"150",3,1940,210816000,3801600,34646400,6800516.12903226,5011200
"151",4,1940,195350400,2764800,20131200,6511680,5270400
"152",5,1940,161136000,1641600,47088000,5197935.48387097,2505600
"153",6,1940,144288000,1296000,53827200,4809600,2376000
"154",7,1940,51675840,673920,8812800,1666962.58064516,1209600
"155",8,1940,150120000,544320,50457600,4842580.64516129,1641600
"156",9,1940,25989120,440640,1555200,866304,833760
"157",10,1940,13936320,345600,864000,449558.709677419,423360
"158",11,1940,263960640,622080,91584000,8798688,2289600
"159",12,1940,93225600,1641600,6825600,3007277.41935484,2332800
"160",1,1941,141696000,2160000,16761600,4570838.70967742,3542400
"161",2,1941,109036800,2246400,20736000,3894171.42857143,2678400
"162",3,1941,215481600,2332800,47520000,6951019.35483871,3628800
"163",4,1941,170985600,2332800,16156800,5699520,4276800
"164",5,1941,46353600,786240,2505600,1495277.41935484,1382400
"165",6,1941,60782400,820800,11836800,2026080,1296000
"166",7,1941,49749120,613440,6998400,1604810.32258065,1296000
"167",8,1941,13322880,233280,1382400,429770.322580645,388800
"168",9,1941,7067520,34560,1036800,235584,172800
"169",10,1941,1831680,25920,172800,59086.4516129032,43200
"170",11,1941,2134080,43200,103680,71136,69120
"171",12,1941,9745920,60480,725760,314384.516129032,285120
"172",1,1942,13824000,285120,1036800,445935.483870968,388800
"173",2,1942,114670080,466560,65664000,4095360,1166400
"174",3,1942,203558400,950400,66441600,6566400,3801600
"175",4,1942,48816000,950400,3110400,1627200,1512000
"176",5,1942,191661120,803520,87264000,6182616.77419355,1900800
"177",6,1942,81699840,829440,20304000,2723328,1252800
"178",7,1942,60626880,639360,6998400,1955705.80645161,1296000
"179",8,1942,120864960,440640,30240000,3898869.67741935,2073600
"180",9,1942,56445120,440640,10540800,1881504,889920
"181",10,1942,124580160,613440,31795200,4018714.83870968,2246400
"182",11,1942,169257600,1296000,87264000,5641920,1598400
"183",12,1942,300153600,3196800,76809600,9682374.19354839,5702400
"184",1,1943,334713600,3369600,57196800,10797212.9032258,5702400
"185",2,1943,245721600,3283200,61776000,8775771.42857143,5097600
"186",3,1943,294451200,2851200,44668800,9498425.80645161,6393600
"187",4,1943,226540800,3369600,59875200,7551360,4492800
"188",5,1943,119145600,1641600,36028800,3843406.4516129,2592000
"189",6,1943,114739200,1209600,19785600,3824640,1857600
"190",7,1943,48755520,760320,4492800,1572758.70967742,1296000
"191",8,1943,15958080,207360,1987200,514776.774193548,362880
"192",9,1943,21962880,267840,4320000,732096,436320
"193",10,1943,12070080,293760,587520,389357.419354839,362880
"194",11,1943,15534720,362880,2160000,517824,406080
"195",12,1943,30559680,345600,5875200,985796.129032258,423360
"196",1,1944,158630400,1209600,31363200,5117109.67741936,1814400
"197",2,1944,284515200,1036800,60652800,9810868.96551724,6048000
"198",3,1944,444096000,2764800,45964800,14325677.4193548,9158400
"199",4,1944,314841600,3628800,83721600,10494720,6307200
"200",5,1944,159667200,1468800,36806400,5150554.83870968,2678400
"201",6,1944,30144960,535680,1555200,1004832,993600
"202",7,1944,286683840,423360,184032000,9247865.80645161,1900800
"203",8,1944,39657600,691200,6912000,1279277.41935484,950400
"204",9,1944,282009600,345600,103680000,9400320,1425600
"205",10,1944,193795200,1296000,57888000,6251458.06451613,2419200
"206",11,1944,165801600,1641600,56160000,5526720,1857600
"207",12,1944,153014400,2764800,13651200,4935948.38709677,3974400
"208",1,1945,167702400,2678400,18230400,5409754.83870968,4233600
"209",2,1945,345168000,2419200,49852800,12327428.5714286,7732800
"210",3,1945,171590400,2851200,13478400,5535174.19354839,4492800
"211",4,1945,132537600,2073600,23846400,4417920,2764800
"212",5,1945,105580800,1728000,16243200,3405832.25806452,2419200
"213",6,1945,46163520,708480,8640000,1538784,1209600
"214",7,1945,318029760,630720,95040000,10259024.516129,2592000
"215",8,1945,135216000,1382400,38102400,4361806.4516129,2246400
"216",9,1945,887587200,1296000,394848000,29586240,3844800
"217",10,1945,90806400,1987200,7948800,2929238.70967742,2419200
"218",11,1945,67219200,1814400,3974400,2240640,2030400
"219",12,1945,444009600,1987200,103680000,14322890.3225806,5184000
"220",1,1946,411782400,6220800,56419200,13283303.2258065,10454400
"221",2,1946,506908800,5788800,119232000,18103885.7142857,8856000
"222",3,1946,163036800,3974400,10022400,5259251.61290323,4752000
"223",4,1946,127094400,2764800,8553600,4236480,3758400
"224",5,1946,176688000,2332800,22118400,5699612.90322581,3974400
"225",6,1946,58579200,1209600,4838400,1952640,1728000
"226",7,1946,331257600,1296000,210816000,10685729.0322581,2246400
"227",8,1946,47260800,1036800,3283200,1524541.93548387,1382400
"228",9,1946,24157440,535680,1382400,805248,743040
"229",10,1946,57369600,552960,13824000,1850632.25806452,1036800
"230",11,1946,81993600,1036800,23068800,2733120,1771200
"231",12,1946,63676800,1382400,6912000,2054090.32258065,1555200
"232",1,1947,429148800,1728000,89856000,13843509.6774194,6307200
"233",2,1947,104457600,2592000,6998400,3730628.57142857,3369600
"234",3,1947,172022400,3110400,14688000,5549109.67741936,4147200
"235",4,1947,149990400,2592000,14515200,4999680,3931200
"236",5,1947,57456000,1296000,2592000,1853419.35483871,1814400
"237",6,1947,66355200,864000,10368000,2211840,1382400
"238",7,1947,34257600,475200,5184000,1105083.87096774,950400
"239",8,1947,39458880,371520,9417600,1272867.09677419,622080
"240",9,1947,65370240,311040,35424000,2179008,488160
"241",10,1947,76455360,725760,16416000,2466301.93548387,1382400
"242",11,1947,346032000,1296000,53740800,11534400,6393600
"243",12,1947,106876800,2505600,14169600,3447638.70967742,2937600
"244",1,1948,211766400,2073600,65232000,6831174.19354839,3974400
"245",2,1948,545097600,4492800,129600000,18796468.9655172,8812800
"246",3,1948,333158400,4752000,55468800,10747045.1612903,6998400
"247",4,1948,310435200,3628800,67824000,10347840,6652800
"248",5,1948,173145600,1728000,41040000,5585341.93548387,3024000
"249",6,1948,89683200,1382400,11577600,2989440,2332800
"250",7,1948,75427200,864000,19612800,2433135.48387097,1382400
"251",8,1948,104034240,725760,25660800,3355943.22580645,1641600
"252",9,1948,59667840,345600,32313600,1988928,587520
"253",10,1948,117763200,1382400,47520000,3798812.90322581,1555200
"254",11,1948,496800000,1296000,100224000,16560000,7473600
"255",12,1948,381888000,4838400,79574400,12318967.7419355,6480000
"256",1,1949,284256000,5097600,51148800,9169548.38709677,6739200
"257",2,1949,328060800,6220800,35337600,11716457.1428571,8726400
"258",3,1949,191289600,4060800,13132800,6170632.25806452,5443200
"259",4,1949,186710400,3542400,19353600,6223680,5227200
"260",5,1949,216345600,2246400,52876800,6978890.32258064,3801600
"261",6,1949,89164800,1036800,25660800,2972160,1555200
"262",7,1949,110505600,1123200,12787200,3564696.77419355,2246400
"263",8,1949,146517120,699840,47347200,4726358.70967742,1555200
"264",9,1949,71798400,1296000,7257600,2393280,1771200
"265",10,1949,148953600,1036800,47865600,4804954.83870968,1209600
"266",11,1949,184464000,2073600,56246400,6148800,2764800
"267",12,1949,126144000,1900800,21772800,4069161.29032258,3110400
"268",1,1950,141696000,2505600,14256000,4570838.70967742,3369600
"269",2,1950,128908800,3196800,9417600,4603885.71428571,4060800
"270",3,1950,185500800,2764800,34732800,5983896.77419355,3628800
"271",4,1950,82080000,2073600,3628800,2736000,2592000
"272",5,1950,227491200,1900800,34905600,7338425.80645161,3542400
"273",6,1950,175392000,1641600,26179200,5846400,3196800
"274",7,1950,166147200,1987200,38188800,5359587.09677419,4060800
"275",8,1950,42120000,622080,3283200,1358709.67741935,1209600
"276",9,1950,46077120,552960,9936000,1535904,950400
"277",10,1950,36383040,518400,9504000,1173646.4516129,760320
"278",11,1950,27907200,691200,3456000,930240,777600
"279",12,1950,140572800,950400,29376000,4534606.4516129,1900800
"280",1,1951,100051200,1555200,20736000,3227458.06451613,2419200
"281",2,1951,113702400,2592000,11750400,4060800,3326400
"282",3,1951,195609600,2160000,33782400,6309987.09677419,3456000
"283",4,1951,314409600,3024000,71539200,10480320,4881600
"284",5,1951,69984000,1123200,4320000,2257548.38709677,1987200
"285",6,1951,45342720,760320,5443200,1511424,1209600
"286",7,1951,61966080,432000,24364800,1998905.80645161,950400
"287",8,1951,16061760,198720,1209600,518121.290322581,432000
"288",9,1951,11102400,172800,1468800,370080,250560
"289",10,1951,7966080,138240,449280,256970.322580645,233280
"290",11,1951,22680000,380160,3801600,756000,552960
"291",12,1951,259433280,501120,135648000,8368815.48387097,2764800
"292",1,1952,254534400,2160000,44064000,8210787.09677419,3456000
"293",2,1952,296179200,3715200,47865600,10213075.862069,5702400
"294",3,1952,665452800,5702400,213408000,21466219.3548387,10022400
"295",4,1952,276912000,2505600,48211200,9230400,4406400
"296",5,1952,133747200,2332800,13651200,4314425.80645161,3456000
"297",6,1952,96422400,1123200,46483200,3214080,1512000
"298",7,1952,47831040,501120,7084800,1542936.77419355,1123200
"299",8,1952,98288640,552960,33264000,3170601.29032258,1209600
"300",9,1952,104284800,864000,26092800,3476160,1425600
"301",10,1952,36322560,838080,2678400,1171695.48387097,1036800
"302",11,1952,332812800,950400,143424000,11093760,2332800
"303",12,1952,173232000,2764800,43459200,5588129.03225806,3456000
"304",1,1953,386121600,4665600,67132800,12455535.483871,7257600
"305",2,1953,408758400,4406400,98496000,14598514.2857143,8424000
"306",3,1953,493516800,6048000,133056000,15919896.7741935,9849600
"307",4,1953,186883200,3110400,21254400,6229440,5400000
"308",5,1953,78278400,1209600,6393600,2525109.67741935,2160000
"309",6,1953,90201600,950400,23068800,3006720,1684800
"310",7,1953,25107840,423360,1987200,809930.322580645,725760
"311",8,1953,9815040,112320,527040,316614.193548387,328320
"312",9,1953,6678720,17280,1641600,222624,99360
"313",10,1953,7335360,198720,397440,236624.516129032,224640
"314",11,1953,9823680,224640,509760,327456,328320
"315",12,1953,32538240,181440,10972800,1049620.64516129,552960
"316",1,1954,334255680,440640,65145600,10782441.2903226,3024000
"317",2,1954,68601600,1555200,6998400,2450057.14285714,2030400
"318",3,1954,220060800,1987200,65923200,7098735.48387097,3974400
"319",4,1954,150508800,1641600,26438400,5016960,3628800
"320",5,1954,114134400,1382400,15292800,3681754.83870968,2246400
"321",6,1954,43104960,492480,7084800,1436832,1080000
"322",7,1954,15482880,198720,2419200,499447.741935484,432000
"323",8,1954,5495040,34560,630720,177259.35483871,146880
"324",9,1954,734400,17280,69120,24480,17280
"325",10,1954,60471360,8640,34214400,1950689.03225806,138240
"326",11,1954,77250240,198720,28598400,2575008,522720
"327",12,1954,145411200,1296000,39657600,4690683.87096774,2332800
"328",1,1955,72057600,1123200,5270400,2324438.70967742,1728000
"329",2,1955,240624000,1468800,64972800,8593714.28571429,4492800
"330",3,1955,156384000,2332800,10627200,5044645.16129032,4492800
"331",4,1955,186105600,1814400,61257600,6203520,2808000
"332",5,1955,103507200,1036800,38880000,3338941.93548387,1555200
"333",6,1955,25971840,483840,1296000,865728,816480
"334",7,1955,63512640,302400,26611200,2048794.83870968,725760
"335",8,1955,248590080,380160,110592000,8019034.83870968,1209600
"336",9,1955,172281600,1123200,70675200,5742720,1512000
"337",10,1955,58224960,129600,16848000,1878224.51612903,1209600
"338",11,1955,46094400,216000,4233600,1536480,1296000
"339",12,1955,35527680,155520,1468800,1146054.19354839,1123200
"340",1,1956,38966400,1036800,1814400,1256980.64516129,1123200
"341",2,1956,235785600,1296000,34300800,8130537.93103448,5529600
"342",3,1956,238809600,2592000,95904000,7703535.48387097,3542400
"343",4,1956,206236800,2332800,48988800,6874560,3628800
"344",5,1956,163641600,1382400,40780800,5278761.29032258,2505600
"345",6,1956,83488320,699840,34473600,2782944,1252800
"346",7,1956,28365120,432000,3456000,915003.870967742,656640
"347",8,1956,28503360,241920,9331200,919463.225806452,501120
"348",9,1956,73396800,267840,27734400,2446560,587520
"349",10,1956,179426880,743040,30412800,5787963.87096774,1641600
"350",11,1956,92707200,1814400,9072000,3090240,2592000
"351",12,1956,155347200,1468800,25401600,5011200,3110400
"352",1,1957,201830400,1814400,96768000,6510658.06451613,2592000
"353",2,1957,461721600,3888000,152064000,16490057.1428571,6393600
"354",3,1957,311644800,4320000,66528000,10053058.0645161,6307200
"355",4,1957,233625600,2851200,66528000,7787520,4276800
"356",5,1957,87696000,1814400,5443200,2828903.22580645,2592000
"357",6,1957,53110080,838080,7948800,1770336,1468800
"358",7,1957,19638720,267840,2419200,633507.096774194,561600
"359",8,1957,79652160,86400,27907200,2569424.51612903,432000
"360",9,1957,98573760,483840,24537600,3285792,993600
"361",10,1957,92793600,1123200,27820800,2993341.93548387,1382400
"362",11,1957,258595200,1209600,79833600,8619840,2030400
"363",12,1957,228960000,3542400,35337600,7385806.4516129,5011200
"364",1,1958,394329600,2851200,103680000,12720309.6774194,5788800
"365",2,1958,293414400,4233600,53049600,10479085.7142857,6091200
"366",3,1958,238464000,4233600,19180800,7692387.09677419,6134400
"367",4,1958,490406400,4924800,85795200,16346880,9028800
"368",5,1958,301449600,3024000,68256000,9724180.64516129,5529600
"369",6,1958,82512000,1382400,9417600,2750400,2332800
"370",7,1958,66994560,812160,10281600,2161114.83870968,1641600
"371",8,1958,30663360,509760,2419200,989140.64516129,812160
"372",9,1958,10022400,138240,760320,334080,285120
"373",10,1958,13227840,267840,950400,426704.516129032,362880
"374",11,1958,16683840,440640,1209600,556128,475200
"375",12,1958,127854720,475200,51235200,4124345.80645161,622080
"376",1,1959,114566400,1641600,15724800,3695690.32258065,2332800
"377",2,1959,193190400,1814400,31708800,6899657.14285714,4276800
"378",3,1959,153187200,2246400,27475200,4941522.58064516,3542400
"379",4,1959,339465600,3024000,54172800,11315520,6523200
"380",5,1959,74995200,1296000,4665600,2419200,2246400
"381",6,1959,72066240,414720,31017600,2402208,950400
"382",7,1959,74545920,362880,10195200,2404707.09677419,1036800
"383",8,1959,40426560,319680,4147200,1304082.58064516,717120
"384",9,1959,45360000,414720,15811200,1512000,665280
"385",10,1959,334817280,691200,79228800,10800557.4193548,3456000
"386",11,1959,195868800,2160000,45878400,6528960,2937600
"387",12,1959,213926400,2851200,59875200,6900851.61290323,4060800
"388",1,1960,247795200,3024000,72576000,7993393.5483871,4147200
"389",2,1960,683769600,7344000,88128000,23578262.0689655,14515200
"390",3,1960,536630400,6134400,52012800,17310658.0645161,8812800
"391",4,1960,439084800,3974400,110592000,14636160,6652800
"392",5,1960,263865600,1987200,113184000,8511793.5483871,3542400
"393",6,1960,68601600,1296000,5702400,2286720,1900800
"394",7,1960,69301440,552960,19612800,2235530.32258065,1209600
"395",8,1960,248832000,1123200,128736000,8026838.70967742,3196800
"396",9,1960,108432000,1382400,27907200,3614400,2160000
"397",10,1960,64108800,1382400,6048000,2068025.80645161,1641600
"398",11,1960,50371200,1382400,2419200,1679040,1555200
"399",12,1960,76809600,1641600,12528000,2477729.03225806,2160000
"400",1,1961,134006400,1641600,30240000,4322787.09677419,2764800
"401",2,1961,462758400,2851200,111456000,16527085.7142857,8510400
"402",3,1961,313372800,4147200,47606400,10108800,6393600
"403",4,1961,293846400,3888000,41299200,9794880,6825600
"404",5,1961,279331200,2419200,57196800,9010683.87096774,3888000
"405",6,1961,176688000,1728000,52963200,5889600,2419200
"406",7,1961,52185600,950400,3369600,1683406.4516129,1555200
"407",8,1961,59184000,475200,6652800,1909161.29032258,1296000
"408",9,1961,14515200,17280,1036800,483840,466560
"409",10,1961,10938240,216000,864000,352846.451612903,319680
"410",11,1961,18982080,380160,2246400,632736,552960
"411",12,1961,127975680,509760,33264000,4128247.74193548,2419200
"412",1,1962,530755200,3542400,112320000,17121135.483871,6739200
"413",2,1962,359510400,3801600,56937600,12839657.1428571,6868800
"414",3,1962,373766400,5270400,58233600,12056980.6451613,8121600
"415",4,1962,474336000,4147200,88128000,15811200,7516800
"416",5,1962,74390400,1468800,4752000,2399690.32258065,2332800
"417",6,1962,129081600,1209600,34300800,4302720,2376000
"418",7,1962,125193600,1036800,43891200,4038503.22580645,1641600
"419",8,1962,135820800,950400,64713600,4381316.12903226,1555200
"420",9,1962,30654720,492480,4406400,1021824,820800
"421",10,1962,27319680,527040,4492800,881280,673920
"422",11,1962,323153280,648000,110592000,10771776,4017600
"423",12,1962,192499200,2246400,27302400,6209651.61290323,3024000
