"","month","year","total_volume","min_flow","max_flow","mean_flow","median_flow"
"1030",10,2011,3411936,59616,319680,110062.451612903,86400
"1031",11,2011,146883456,86400,38707200,4896115.2,1149120
"1032",12,2011,179202240,1598400,22723200,5780717.41935484,4034880
"1033",1,2012,79980480,1961280,5391360,2580015.48387097,2401920
"1034",2,2012,119024640,1546560,16156800,4104297.93103448,2255040
"1035",3,2012,361160640,2436480,155520000,11650343.2258065,4423680
"1036",4,2012,137592000,1365120,20822400,4586400,3317760
"1037",5,2012,239405760,1555200,74649600,7722766.4516129,3265920
"1038",6,2012,79214976,371520,18748800,2640499.2,1192320
"1039",7,2012,40288320,215136,9158400,1299623.22580645,487296
"1040",8,2012,61490880,196128,14428800,1983576.77419355,621216
"1041",9,2012,171647424,254016,54086400,5721580.8,1386720
"1042",10,2012,44404416,411264,4043520,1432400.51612903,1200960
"1043",11,2012,24814944,630720,2367360,827164.8,708480
"1044",12,2012,141658848,639360,41644800,4569640.25806452,1296000
"1045",1,2013,529493760,2877120,165024000,17080443.8709677,6108480
"1046",2,2013,411315840,4060800,73094400,14689851.4285714,11361600
"1047",3,2013,305544960,4155840,42595200,9856289.03225806,6912000
"1048",4,2013,328795200,3110400,57801600,10959840,7058880
"1049",5,2013,415169280,2315520,130464000,13392557.4193548,5002560
"1050",6,2013,381836160,1944000,89856000,12727872,3728160
"1051",7,2013,722036160,3024000,165024000,23291489.0322581,7862400
"1052",8,2013,227473920,1961280,37065600,7337868.38709677,4553280
"1053",9,2013,31481568,427680,2505600,1049385.6,871776
"1054",10,2013,34672320,283392,3784320,1118461.93548387,846720
"1055",11,2013,49302432,499392,10713600,1643414.4,795312
"1056",12,2013,502450560,1598400,123552000,16208082.5806452,5469120
"1057",1,2014,723720960,4337280,164160000,23345837.4193548,10454400
"1058",2,2014,532872000,4898880,62726400,19031142.8571429,11102400
"1059",3,2014,851160960,7076160,165024000,27456805.1612903,13824000
"1060",4,2014,749217600,6030720,137376000,24973920,12268800
"1061",5,2014,881357760,3836160,527904000,28430895.483871,6307200
"1062",6,2014,89735040,1382400,6324480,2991168,2864160
"1063",7,2014,103218624,546048,26956800,3329633.03225806,1823040
"1064",8,2014,140538240,1157760,24364800,4533491.61290323,2652480
"1065",9,2014,76103712,826848,14342400,2536790.4,1710720
"1066",10,2014,94192416,566784,24019200,3038465.03225806,1192320
"1067",11,2014,156362400,648864,42336000,5212080,1814400
"1068",12,2014,386588160,2471040,110592000,12470585.8064516,4147200
"1069",1,2015,401207040,4164480,48729600,12942162.5806452,9417600
"1070",2,2015,323490240,5253120,40176000,11553222.8571429,7633440
"1071",3,2015,798050880,8078400,103680000,25743576.7741935,16761600
"1072",4,2015,295021440,4890240,46742400,9834048,7447680
"1073",5,2015,92638080,1235520,6229440,2988325.16129032,2773440
"1074",6,2015,235837440,1123200,111456000,7861248,2764800
"1075",7,2015,51174720,666144,7724160,1650797.41935484,1313280
"1076",8,2015,11841120,75168,2419200,381971.612903226,282528
"1077",9,2015,57319488,40608,22118400,1910649.6,77760
"1078",10,2015,369325440,1425600,165888000,11913723.8709677,2859840
"1079",11,2015,816773760,3136320,186624000,27225792,11361600
"1080",12,2015,1579556160,7084800,313632000,50953424.516129,18662400
"1081",1,2016,513527040,7102080,57974400,16565388.3870968,11145600
"1082",2,2016,956577600,7369920,158976000,32985434.4827586,16416000
"1083",3,2016,339197760,5071680,63417600,10941863.2258065,8052480
"1084",4,2016,182338560,3257280,20649600,6077952,5071680
"1085",5,2016,496506240,3784320,146016000,16016330.3225806,8026560
"1086",6,2016,191963520,1771200,41040000,6398784,3378240
"1087",7,2016,194633280,1356480,34387200,6278492.90322581,3758400
"1088",8,2016,226851840,1054080,45532800,7317801.29032258,3231360
"1089",9,2016,536791104,285120,274752000,17893036.8,1080000
"1090",10,2016,1132600320,2695680,520128000,36535494.1935484,4682880
"1091",11,2016,64808640,1900800,2972160,2314594.28571429,2293920
"1092",12,2016,71867520,1831680,5391360,2318307.09677419,2082240
"1093",1,2017,516620160,2177280,114912000,16665166.4516129,9072000
"1094",2,2017,127483200,3335040,5918400,4552971.42857143,4687200
"1095",3,2017,98487360,2039040,17107200,3177011.61290323,2479680
"1096",4,2017,1444193280,3352320,824256000,48139776,7905600
"1097",5,2017,894214080,4415040,305856000,28845615.483871,9590400
"1098",6,2017,523964160,3067200,345600000,17465472,4968000
"1099",7,2017,98284320,801792,15638400,3170461.93548387,2211840
"1100",8,2017,42393024,383616,5676480,1367516.90322581,787104
"1101",9,2017,17813952,88128,2574720,593798.4,430272
"1102",10,2017,3966624,6912,786240,127955.612903226,69984
"1103",11,2017,9550656,50976,1226880,318355.2,208224
"1104",12,2017,25879392,188352,4069440,834819.096774194,584928
"1105",1,2018,138288384,412128,27993600,4460915.61290323,1114560
"1106",2,2018,207671040,2730240,40089600,7416822.85714286,4851360
"1107",3,2018,545184000,3162240,62985600,17586580.6451613,12096000
"1108",4,2018,746962560,4406400,222912000,24898752,9892800
"1109",5,2018,811892160,2989440,255744000,26190069.6774194,8985600
"1110",6,2018,172696320,2289600,26006400,5756544,3935520
"1111",7,2018,75306240,708480,11923200,2429233.5483871,1391040
"1112",8,2018,256728960,1054080,40003200,8281579.35483871,3144960
"1113",9,2018,1329163776,749952,835488000,44305459.2,5754240
"1114",10,2018,640379520,2859840,157248000,20657403.8709677,4821120
"1115",11,2018,1811574720,6730560,651456000,60385824,23673600
"1116",12,2018,1439484480,8268480,250560000,46434983.2258065,30240000
"1117",1,2019,1054684800,12614400,119232000,34022090.3225806,24278400
"1118",2,2019,1909543680,8052480,383616000,68197988.5714286,19958400
"1119",3,2019,972172800,10195200,154656000,31360412.9032258,19699200
"1120",4,2019,1318464000,9504000,375840000,43948800,20044800
"1121",5,2019,154932480,1823040,9072000,4997821.93548387,4631040
"1122",6,2019,404956800,1667520,71366400,13498560,4924800
"1123",7,2019,78633504,732672,15465600,2536564.64516129,1840320
"1124",8,2019,35977824,452736,2367360,1160574.96774194,1019520
"1125",9,2019,5050944,60480,367200,168364.8,149472
"1126",10,2019,29555712,31968,10368000,953410.064516129,85536
"1127",11,2019,88023456,338688,21772800,2934115.2,928800
"1128",12,2019,303834240,1883520,71798400,9801104.51612903,4406400
"1129",1,2020,717664320,3136320,233280000,23150461.9354839,10281600
"1130",2,2020,1373034240,8087040,368928000,47346008.2758621,18489600
"1131",3,2020,388514880,4760640,122688000,12532738.0645161,5987520
"1132",4,2020,451094400,4838400,97632000,15036480,7741440
"1133",5,2020,1415456640,4026240,351648000,45659891.6129032,15033600
"1134",6,2020,367441920,3144960,75513600,12248064,5628960
"1135",7,2020,65289024,710208,7689600,2106097.5483871,1658880
"1136",8,2020,65010816,593568,6436800,2097123.09677419,1373760
"1137",9,2020,254158560,444096,91584000,8471952,2121120
"1138",10,2020,332899200,1944000,85449600,10738683.8709677,4864320
"1139",11,2020,824506560,3862080,274752000,27483552,6242400
"1140",12,2020,1620259200,8899200,242784000,52266425.8064516,26524800
"1141",1,2021,972872640,5659200,230688000,31382988.3870968,16156800
"1142",2,2021,1788566400,13737600,192672000,63877371.4285714,42897600
"1143",3,2021,730313280,7499520,109728000,23558492.9032258,13564800
"1144",4,2021,390657600,4112640,66960000,13021920,8087040
"1145",5,2021,105468480,1771200,11145600,3402209.03225806,3144960
"1146",6,2021,126912960,1131840,42422400,4230432,2280960
"1147",7,2021,95940288,673056,17280000,3094848,1503360
"1148",8,2021,46312128,330048,12268800,1493939.61290323,671328
"1149",9,2021,37634976,137376,22723200,1254499.2,238464
"1150",10,2021,11991456,144288,844992,386821.161290323,345600
"1151",11,2021,10798272,176256,632448,359942.4,309744
"1152",12,2021,31216320,444096,1918080,1006978.06451613,1036800
"1153",1,2022,333322560,1028160,87264000,10752340.6451613,4985280
"1154",2,2022,229417920,2064960,55296000,8193497.14285714,3417120
"1155",3,2022,692271360,2833920,153792000,22331334.1935484,6868800
"1156",4,2022,197648640,1632960,51580800,6588288,3533760
"1157",5,2022,373619520,1607040,120960000,12052242.5806452,3093120
"1158",6,2022,74208960,933120,13132800,2473632,1870560
"1159",7,2022,84183840,736992,12528000,2715607.74193548,1753920
"1160",8,2022,66076128,336096,15206400,2131488,837216
"1161",9,2022,1114560,1114560,1114560,1114560,1114560
